"Plot Title: P12_4"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10469238, SEN S/N: 10469238)","Coupler Detached (LGR S/N: 10469238)","Coupler Attached (LGR S/N: 10469238)","Host Connected (LGR S/N: 10469238)","Stopped (LGR S/N: 10469238)","End Of File (LGR S/N: 10469238)"
1796,10/16/19 04:30:00 PM,18.901,,,,,
1797,10/16/19 04:35:00 PM,18.806,,,,,
1798,10/16/19 04:40:00 PM,18.806,,,,,
1799,10/16/19 04:45:00 PM,18.711,,,,,
1800,10/16/19 04:50:00 PM,18.711,,,,,
1801,10/16/19 04:55:00 PM,18.616,,,,,
1802,10/16/19 05:00:00 PM,18.616,,,,,
1803,10/16/19 05:05:00 PM,18.616,,,,,
1804,10/16/19 05:10:00 PM,18.521,,,,,
1805,10/16/19 05:15:00 PM,18.521,,,,,
1806,10/16/19 05:20:00 PM,18.426,,,,,
1807,10/16/19 05:25:00 PM,18.426,,,,,
1808,10/16/19 05:30:00 PM,18.331,,,,,
1809,10/16/19 05:35:00 PM,18.426,,,,,
1810,10/16/19 05:40:00 PM,18.521,,,,,
1811,10/16/19 05:45:00 PM,18.616,,,,,
1812,10/16/19 05:50:00 PM,18.806,,,,,
1813,10/16/19 05:55:00 PM,18.901,,,,,
1814,10/16/19 06:00:00 PM,18.901,,,,,
1815,10/16/19 06:05:00 PM,18.901,,,,,
1816,10/16/19 06:10:00 PM,18.901,,,,,
1817,10/16/19 06:15:00 PM,18.901,,,,,
1818,10/16/19 06:20:00 PM,18.901,,,,,
1819,10/16/19 06:25:00 PM,18.901,,,,,
1820,10/16/19 06:30:00 PM,18.901,,,,,
1821,10/16/19 06:35:00 PM,18.901,,,,,
1822,10/16/19 06:40:00 PM,18.901,,,,,
1823,10/16/19 06:45:00 PM,18.901,,,,,
1824,10/16/19 06:50:00 PM,18.806,,,,,
1825,10/16/19 06:55:00 PM,18.806,,,,,
1826,10/16/19 07:00:00 PM,18.711,,,,,
1827,10/16/19 07:05:00 PM,18.711,,,,,
1828,10/16/19 07:10:00 PM,18.711,,,,,
1829,10/16/19 07:15:00 PM,18.711,,,,,
1830,10/16/19 07:20:00 PM,18.711,,,,,
1831,10/16/19 07:25:00 PM,18.711,,,,,
1832,10/16/19 07:30:00 PM,18.711,,,,,
1833,10/16/19 07:35:00 PM,18.711,,,,,
1834,10/16/19 07:40:00 PM,18.711,,,,,
1835,10/16/19 07:45:00 PM,18.711,,,,,
1836,10/16/19 07:50:00 PM,18.711,,,,,
1837,10/16/19 07:55:00 PM,18.711,,,,,
1838,10/16/19 08:00:00 PM,18.711,,,,,
1839,10/16/19 08:05:00 PM,18.711,,,,,
1840,10/16/19 08:10:00 PM,18.616,,,,,
1841,10/16/19 08:15:00 PM,18.616,,,,,
1842,10/16/19 08:20:00 PM,18.616,,,,,
1843,10/16/19 08:25:00 PM,18.616,,,,,
1844,10/16/19 08:30:00 PM,18.616,,,,,
1845,10/16/19 08:35:00 PM,18.616,,,,,
1846,10/16/19 08:40:00 PM,18.616,,,,,
1847,10/16/19 08:45:00 PM,18.616,,,,,
1848,10/16/19 08:50:00 PM,18.711,,,,,
1849,10/16/19 08:55:00 PM,18.711,,,,,
1850,10/16/19 09:00:00 PM,18.806,,,,,
1851,10/16/19 09:05:00 PM,18.711,,,,,
1852,10/16/19 09:10:00 PM,18.711,,,,,
1853,10/16/19 09:15:00 PM,18.616,,,,,
1854,10/16/19 09:20:00 PM,18.806,,,,,
1855,10/16/19 09:25:00 PM,18.901,,,,,
1856,10/16/19 09:30:00 PM,18.901,,,,,
1857,10/16/19 09:35:00 PM,18.996,,,,,
1858,10/16/19 09:40:00 PM,18.996,,,,,
1859,10/16/19 09:45:00 PM,18.996,,,,,
1860,10/16/19 09:50:00 PM,18.901,,,,,
1861,10/16/19 09:55:00 PM,18.901,,,,,
1862,10/16/19 10:00:00 PM,18.901,,,,,
1863,10/16/19 10:05:00 PM,18.806,,,,,
1864,10/16/19 10:10:00 PM,18.806,,,,,
1865,10/16/19 10:15:00 PM,18.711,,,,,
1866,10/16/19 10:20:00 PM,18.711,,,,,
1867,10/16/19 10:25:00 PM,18.616,,,,,
1868,10/16/19 10:30:00 PM,18.616,,,,,
1869,10/16/19 10:35:00 PM,18.616,,,,,
1870,10/16/19 10:40:00 PM,18.521,,,,,
1871,10/16/19 10:45:00 PM,18.521,,,,,
1872,10/16/19 10:50:00 PM,18.426,,,,,
1873,10/16/19 10:55:00 PM,18.426,,,,,
1874,10/16/19 11:00:00 PM,18.426,,,,,
1875,10/16/19 11:05:00 PM,18.426,,,,,
1876,10/16/19 11:10:00 PM,18.331,,,,,
1877,10/16/19 11:15:00 PM,18.331,,,,,
1878,10/16/19 11:20:00 PM,18.331,,,,,
1879,10/16/19 11:25:00 PM,18.331,,,,,
1880,10/16/19 11:30:00 PM,18.236,,,,,
1881,10/16/19 11:35:00 PM,18.236,,,,,
1882,10/16/19 11:40:00 PM,18.236,,,,,
1883,10/16/19 11:45:00 PM,18.140,,,,,
1884,10/16/19 11:50:00 PM,18.140,,,,,
1885,10/16/19 11:55:00 PM,18.140,,,,,
1886,10/17/19 12:00:00 AM,18.140,,,,,
1887,10/17/19 12:05:00 AM,18.045,,,,,
1888,10/17/19 12:10:00 AM,18.045,,,,,
1889,10/17/19 12:15:00 AM,18.045,,,,,
1890,10/17/19 12:20:00 AM,18.045,,,,,
1891,10/17/19 12:25:00 AM,18.045,,,,,
1892,10/17/19 12:30:00 AM,17.950,,,,,
1893,10/17/19 12:35:00 AM,17.950,,,,,
1894,10/17/19 12:40:00 AM,17.950,,,,,
1895,10/17/19 12:45:00 AM,17.950,,,,,
1896,10/17/19 12:50:00 AM,17.950,,,,,
1897,10/17/19 12:55:00 AM,17.950,,,,,
1898,10/17/19 01:00:00 AM,17.855,,,,,
1899,10/17/19 01:05:00 AM,17.855,,,,,
1900,10/17/19 01:10:00 AM,17.855,,,,,
1901,10/17/19 01:15:00 AM,17.855,,,,,
1902,10/17/19 01:20:00 AM,17.760,,,,,
1903,10/17/19 01:25:00 AM,17.760,,,,,
1904,10/17/19 01:30:00 AM,17.760,,,,,
1905,10/17/19 01:35:00 AM,17.760,,,,,
1906,10/17/19 01:40:00 AM,17.760,,,,,
1907,10/17/19 01:45:00 AM,17.760,,,,,
1908,10/17/19 01:50:00 AM,17.760,,,,,
1909,10/17/19 01:55:00 AM,17.665,,,,,
1910,10/17/19 02:00:00 AM,17.665,,,,,
1911,10/17/19 02:05:00 AM,17.665,,,,,
1912,10/17/19 02:10:00 AM,17.665,,,,,
1913,10/17/19 02:15:00 AM,17.665,,,,,
1914,10/17/19 02:20:00 AM,17.665,,,,,
1915,10/17/19 02:25:00 AM,17.570,,,,,
1916,10/17/19 02:30:00 AM,17.570,,,,,
1917,10/17/19 02:35:00 AM,17.570,,,,,
1918,10/17/19 02:40:00 AM,17.570,,,,,
1919,10/17/19 02:45:00 AM,17.570,,,,,
1920,10/17/19 02:50:00 AM,17.570,,,,,
1921,10/17/19 02:55:00 AM,17.475,,,,,
1922,10/17/19 03:00:00 AM,17.475,,,,,
1923,10/17/19 03:05:00 AM,17.475,,,,,
1924,10/17/19 03:10:00 AM,17.475,,,,,
1925,10/17/19 03:15:00 AM,17.475,,,,,
1926,10/17/19 03:20:00 AM,17.475,,,,,
1927,10/17/19 03:25:00 AM,17.475,,,,,
1928,10/17/19 03:30:00 AM,17.379,,,,,
1929,10/17/19 03:35:00 AM,17.379,,,,,
1930,10/17/19 03:40:00 AM,17.379,,,,,
1931,10/17/19 03:45:00 AM,17.379,,,,,
1932,10/17/19 03:50:00 AM,17.379,,,,,
1933,10/17/19 03:55:00 AM,17.379,,,,,
1934,10/17/19 04:00:00 AM,17.379,,,,,
1935,10/17/19 04:05:00 AM,17.379,,,,,
1936,10/17/19 04:10:00 AM,17.284,,,,,
1937,10/17/19 04:15:00 AM,17.284,,,,,
1938,10/17/19 04:20:00 AM,17.284,,,,,
1939,10/17/19 04:25:00 AM,17.284,,,,,
1940,10/17/19 04:30:00 AM,17.284,,,,,
1941,10/17/19 04:35:00 AM,17.284,,,,,
1942,10/17/19 04:40:00 AM,17.284,,,,,
1943,10/17/19 04:45:00 AM,17.284,,,,,
1944,10/17/19 04:50:00 AM,17.189,,,,,
1945,10/17/19 04:55:00 AM,17.189,,,,,
1946,10/17/19 05:00:00 AM,17.189,,,,,
1947,10/17/19 05:05:00 AM,17.189,,,,,
1948,10/17/19 05:10:00 AM,17.189,,,,,
1949,10/17/19 05:15:00 AM,17.189,,,,,
1950,10/17/19 05:20:00 AM,17.189,,,,,
1951,10/17/19 05:25:00 AM,17.189,,,,,
1952,10/17/19 05:30:00 AM,17.094,,,,,
1953,10/17/19 05:35:00 AM,17.094,,,,,
1954,10/17/19 05:40:00 AM,17.094,,,,,
1955,10/17/19 05:45:00 AM,17.094,,,,,
1956,10/17/19 05:50:00 AM,17.094,,,,,
1957,10/17/19 05:55:00 AM,17.094,,,,,
1958,10/17/19 06:00:00 AM,17.094,,,,,
1959,10/17/19 06:05:00 AM,17.094,,,,,
1960,10/17/19 06:10:00 AM,17.189,,,,,
1961,10/17/19 06:15:00 AM,17.379,,,,,
1962,10/17/19 06:20:00 AM,17.665,,,,,
1963,10/17/19 06:25:00 AM,18.045,,,,,
1964,10/17/19 06:30:00 AM,18.331,,,,,
1965,10/17/19 06:35:00 AM,18.616,,,,,
1966,10/17/19 06:40:00 AM,18.901,,,,,
1967,10/17/19 06:45:00 AM,19.092,,,,,
1968,10/17/19 06:50:00 AM,19.282,,,,,
1969,10/17/19 06:55:00 AM,19.472,,,,,
1970,10/17/19 07:00:00 AM,19.567,,,,,
1971,10/17/19 07:05:00 AM,19.662,,,,,
1972,10/17/19 07:10:00 AM,19.758,,,,,
1973,10/17/19 07:15:00 AM,19.948,,,,,
1974,10/17/19 07:20:00 AM,19.948,,,,,
1975,10/17/19 07:25:00 AM,20.043,,,,,
1976,10/17/19 07:30:00 AM,20.043,,,,,
1977,10/17/19 07:35:00 AM,19.853,,,,,
1978,10/17/19 07:40:00 AM,19.567,,,,,
1979,10/17/19 07:45:00 AM,18.996,,,,,
1980,10/17/19 07:50:00 AM,18.616,,,,,
1981,10/17/19 07:55:00 AM,18.521,,,,,
1982,10/17/19 08:00:00 AM,18.616,,,,,
1983,10/17/19 08:05:00 AM,18.711,,,,,
1984,10/17/19 08:10:00 AM,18.806,,,,,
1985,10/17/19 08:15:00 AM,18.236,,,,,
1986,10/17/19 08:20:00 AM,18.616,,,,,
1987,10/17/19 08:20:12 AM,,,Logged,,,
1988,10/17/19 08:20:56 AM,,Logged,,,,
1989,10/17/19 08:25:00 AM,19.853,,,,,
1990,10/17/19 08:30:00 AM,20.615,,,,,
1991,10/17/19 08:35:00 AM,20.996,,,,,
1992,10/17/19 08:40:00 AM,21.187,,,,,
1993,10/17/19 08:45:00 AM,21.282,,,,,
1994,10/17/19 08:50:00 AM,21.378,,,,,
1995,10/17/19 08:55:00 AM,21.473,,,,,
1996,10/17/19 09:00:00 AM,21.569,,,,,
1997,10/17/19 09:03:14 AM,,,Logged,,,
1998,10/17/19 09:03:16 AM,,,,Logged,,
1999,10/17/19 09:03:34 AM,,,,,Logged,Logged
