variable_name,#,Temp,Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File
units,nan,°C,nan,nan,nan,nan,nan
serial_text,nan,"LGR S/N: 10469238, SEN S/N: 10469238",LGR S/N: 10469238,LGR S/N: 10469238,LGR S/N: 10469238,LGR S/N: 10469238,LGR S/N: 10469238
"Date Time, GMT+01:00",,,,,,,
2019-10-10 18:55:00,97,19.758,,,,,
2019-10-10 19:00:00,98,19.758,,,,,
2019-10-10 19:05:00,99,19.758,,,,,
2019-10-10 19:10:00,100,19.758,,,,,
2019-10-10 19:15:00,101,19.662,,,,,
2019-10-10 19:20:00,102,19.567,,,,,
2019-10-10 19:25:00,103,19.472,,,,,
2019-10-10 19:30:00,104,19.377,,,,,
2019-10-10 19:35:00,105,19.377,,,,,
2019-10-10 19:40:00,106,19.282,,,,,
2019-10-10 19:45:00,107,19.187,,,,,
2019-10-10 19:50:00,108,19.187,,,,,
2019-10-10 19:55:00,109,19.187,,,,,
2019-10-10 20:00:00,110,19.092,,,,,
2019-10-10 20:05:00,111,19.092,,,,,
2019-10-10 20:10:00,112,19.092,,,,,
2019-10-10 20:15:00,113,19.092,,,,,
2019-10-10 20:20:00,114,19.092,,,,,
2019-10-10 20:25:00,115,19.092,,,,,
2019-10-10 20:30:00,116,19.092,,,,,
2019-10-10 20:35:00,117,19.092,,,,,
2019-10-10 20:40:00,118,19.092,,,,,
2019-10-10 20:45:00,119,19.092,,,,,
2019-10-10 20:50:00,120,19.092,,,,,
2019-10-10 20:55:00,121,19.092,,,,,
2019-10-10 21:00:00,122,19.092,,,,,
2019-10-10 21:05:00,123,19.092,,,,,
2019-10-10 21:10:00,124,19.092,,,,,
2019-10-10 21:15:00,125,19.092,,,,,
2019-10-10 21:20:00,126,19.092,,,,,
2019-10-10 21:25:00,127,18.996,,,,,
2019-10-10 21:30:00,128,18.996,,,,,
2019-10-10 21:35:00,129,18.901,,,,,
2019-10-10 21:40:00,130,18.805999999999997,,,,,
2019-10-10 21:45:00,131,18.805999999999997,,,,,
2019-10-10 21:50:00,132,18.711,,,,,
2019-10-10 21:55:00,133,18.616,,,,,
2019-10-10 22:00:00,134,18.521,,,,,
2019-10-10 22:05:00,135,18.426,,,,,
2019-10-10 22:10:00,136,18.331,,,,,
2019-10-10 22:15:00,137,18.236,,,,,
2019-10-10 22:20:00,138,18.236,,,,,
2019-10-10 22:25:00,139,18.236,,,,,
2019-10-10 22:30:00,140,18.236,,,,,
2019-10-10 22:35:00,141,18.14,,,,,
2019-10-10 22:40:00,142,18.14,,,,,
2019-10-10 22:45:00,143,18.14,,,,,
2019-10-10 22:50:00,144,18.045,,,,,
2019-10-10 22:55:00,145,18.045,,,,,
2019-10-10 23:00:00,146,18.045,,,,,
2019-10-10 23:05:00,147,18.045,,,,,
2019-10-10 23:10:00,148,18.045,,,,,
2019-10-10 23:15:00,149,17.95,,,,,
2019-10-10 23:20:00,150,17.95,,,,,
2019-10-10 23:25:00,151,17.95,,,,,
2019-10-10 23:30:00,152,17.95,,,,,
2019-10-10 23:35:00,153,17.95,,,,,
2019-10-10 23:40:00,154,17.95,,,,,
2019-10-10 23:45:00,155,17.95,,,,,
2019-10-10 23:50:00,156,17.95,,,,,
2019-10-10 23:55:00,157,17.95,,,,,
2019-10-11 00:00:00,158,17.95,,,,,
2019-10-11 00:05:00,159,17.95,,,,,
2019-10-11 00:10:00,160,17.95,,,,,
2019-10-11 00:15:00,161,17.855,,,,,
2019-10-11 00:20:00,162,17.855,,,,,
2019-10-11 00:25:00,163,17.855,,,,,
2019-10-11 00:30:00,164,17.855,,,,,
2019-10-11 00:35:00,165,17.855,,,,,
2019-10-11 00:40:00,166,17.855,,,,,
2019-10-11 00:45:00,167,17.855,,,,,
2019-10-11 00:50:00,168,17.855,,,,,
2019-10-11 00:55:00,169,17.855,,,,,
2019-10-11 01:00:00,170,17.855,,,,,
2019-10-11 01:05:00,171,17.855,,,,,
2019-10-11 01:10:00,172,17.855,,,,,
2019-10-11 01:15:00,173,17.855,,,,,
2019-10-11 01:20:00,174,17.855,,,,,
2019-10-11 01:25:00,175,17.855,,,,,
2019-10-11 01:30:00,176,17.76,,,,,
2019-10-11 01:35:00,177,17.76,,,,,
2019-10-11 01:40:00,178,17.76,,,,,
2019-10-11 01:45:00,179,17.76,,,,,
2019-10-11 01:50:00,180,17.76,,,,,
2019-10-11 01:55:00,181,17.76,,,,,
2019-10-11 02:00:00,182,17.76,,,,,
2019-10-11 02:05:00,183,17.76,,,,,
2019-10-11 02:10:00,184,17.76,,,,,
2019-10-11 02:15:00,185,17.76,,,,,
2019-10-11 02:20:00,186,17.76,,,,,
2019-10-11 02:25:00,187,17.76,,,,,
2019-10-11 02:30:00,188,17.76,,,,,
2019-10-11 02:35:00,189,17.76,,,,,
2019-10-11 02:40:00,190,17.76,,,,,
2019-10-11 02:45:00,191,17.76,,,,,
2019-10-11 02:50:00,192,17.76,,,,,
2019-10-11 02:55:00,193,17.76,,,,,
2019-10-11 03:00:00,194,17.76,,,,,
2019-10-11 03:05:00,195,17.665,,,,,
2019-10-11 03:10:00,196,17.76,,,,,
2019-10-11 03:15:00,197,17.665,,,,,
2019-10-11 03:20:00,198,17.76,,,,,
2019-10-11 03:25:00,199,17.665,,,,,
2019-10-11 03:30:00,200,17.665,,,,,
2019-10-11 03:35:00,201,17.665,,,,,
2019-10-11 03:40:00,202,17.665,,,,,
2019-10-11 03:45:00,203,17.665,,,,,
2019-10-11 03:50:00,204,17.665,,,,,
2019-10-11 03:55:00,205,17.665,,,,,
2019-10-11 04:00:00,206,17.665,,,,,
2019-10-11 04:05:00,207,17.665,,,,,
2019-10-11 04:10:00,208,17.665,,,,,
2019-10-11 04:15:00,209,17.665,,,,,
2019-10-11 04:20:00,210,17.665,,,,,
2019-10-11 04:25:00,211,17.665,,,,,
2019-10-11 04:30:00,212,17.665,,,,,
2019-10-11 04:35:00,213,17.665,,,,,
2019-10-11 04:40:00,214,17.665,,,,,
2019-10-11 04:45:00,215,17.665,,,,,
2019-10-11 04:50:00,216,17.665,,,,,
2019-10-11 04:55:00,217,17.665,,,,,
2019-10-11 05:00:00,218,17.665,,,,,
2019-10-11 05:05:00,219,17.665,,,,,
2019-10-11 05:10:00,220,17.665,,,,,
2019-10-11 05:15:00,221,17.665,,,,,
2019-10-11 05:20:00,222,17.665,,,,,
2019-10-11 05:25:00,223,17.665,,,,,
2019-10-11 05:30:00,224,17.57,,,,,
2019-10-11 05:35:00,225,17.57,,,,,
2019-10-11 05:40:00,226,17.57,,,,,
2019-10-11 05:45:00,227,17.57,,,,,
2019-10-11 05:50:00,228,17.57,,,,,
2019-10-11 05:55:00,229,17.57,,,,,
2019-10-11 06:00:00,230,17.57,,,,,
2019-10-11 06:05:00,231,17.57,,,,,
2019-10-11 06:10:00,232,17.855,,,,,
2019-10-11 06:15:00,233,18.426,,,,,
2019-10-11 06:20:00,234,18.805999999999997,,,,,
2019-10-11 06:25:00,235,18.996,,,,,
2019-10-11 06:30:00,236,18.996,,,,,
2019-10-11 06:35:00,237,18.996,,,,,
2019-10-11 06:40:00,238,18.901,,,,,
2019-10-11 06:45:00,239,18.805999999999997,,,,,
2019-10-11 06:50:00,240,18.711,,,,,
2019-10-11 06:55:00,241,18.616,,,,,
2019-10-11 07:00:00,242,18.521,,,,,
2019-10-11 07:05:00,243,18.521,,,,,
2019-10-11 07:10:00,244,18.426,,,,,
2019-10-11 07:15:00,245,18.331,,,,,
2019-10-11 07:20:00,246,18.331,,,,,
2019-10-11 07:25:00,247,18.236,,,,,
2019-10-11 07:30:00,248,18.236,,,,,
2019-10-11 07:35:00,249,18.236,,,,,
2019-10-11 07:40:00,250,18.14,,,,,
2019-10-11 07:45:00,251,18.14,,,,,
2019-10-11 07:50:00,252,18.045,,,,,
2019-10-11 07:55:00,253,18.045,,,,,
2019-10-11 08:00:00,254,18.045,,,,,
2019-10-11 08:05:00,255,18.045,,,,,
2019-10-11 08:10:00,256,17.95,,,,,
2019-10-11 08:15:00,257,17.95,,,,,
2019-10-11 08:20:00,258,17.95,,,,,
2019-10-11 08:25:00,259,17.95,,,,,
2019-10-11 08:30:00,260,18.045,,,,,
2019-10-11 08:35:00,261,18.045,,,,,
2019-10-11 08:40:00,262,18.14,,,,,
2019-10-11 08:45:00,263,18.14,,,,,
2019-10-11 08:50:00,264,18.14,,,,,
2019-10-11 08:55:00,265,18.14,,,,,
2019-10-11 09:00:00,266,18.14,,,,,
2019-10-11 09:05:00,267,18.14,,,,,
2019-10-11 09:10:00,268,18.14,,,,,
2019-10-11 09:15:00,269,18.236,,,,,
2019-10-11 09:20:00,270,18.236,,,,,
2019-10-11 09:25:00,271,18.236,,,,,
2019-10-11 09:30:00,272,18.236,,,,,
2019-10-11 09:35:00,273,18.236,,,,,
2019-10-11 09:40:00,274,18.236,,,,,
2019-10-11 09:45:00,275,18.236,,,,,
2019-10-11 09:50:00,276,18.236,,,,,
2019-10-11 09:55:00,277,18.236,,,,,
2019-10-11 10:00:00,278,18.236,,,,,
2019-10-11 10:05:00,279,18.236,,,,,
2019-10-11 10:10:00,280,18.236,,,,,
2019-10-11 10:15:00,281,18.236,,,,,
2019-10-11 10:20:00,282,18.236,,,,,
2019-10-11 10:25:00,283,18.331,,,,,
2019-10-11 10:30:00,284,18.331,,,,,
2019-10-11 10:35:00,285,18.426,,,,,
2019-10-11 10:40:00,286,18.426,,,,,
2019-10-11 10:45:00,287,18.426,,,,,
2019-10-11 10:50:00,288,18.426,,,,,
2019-10-11 10:55:00,289,18.426,,,,,
2019-10-11 11:00:00,290,18.426,,,,,
2019-10-11 11:05:00,291,18.426,,,,,
2019-10-11 11:10:00,292,18.331,,,,,
2019-10-11 11:15:00,293,18.331,,,,,
2019-10-11 11:20:00,294,18.331,,,,,
2019-10-11 11:25:00,295,18.331,,,,,
2019-10-11 11:30:00,296,18.426,,,,,
2019-10-11 11:35:00,297,18.331,,,,,
2019-10-11 11:40:00,298,18.331,,,,,
2019-10-11 11:45:00,299,18.331,,,,,
2019-10-11 11:50:00,300,18.331,,,,,
2019-10-11 11:55:00,301,18.331,,,,,
2019-10-11 12:00:00,302,18.331,,,,,
2019-10-11 12:05:00,303,18.331,,,,,
2019-10-11 12:10:00,304,18.236,,,,,
2019-10-11 12:15:00,305,18.236,,,,,
2019-10-11 12:20:00,306,18.236,,,,,
2019-10-11 12:25:00,307,18.236,,,,,
2019-10-11 12:30:00,308,18.236,,,,,
2019-10-11 12:35:00,309,18.236,,,,,
2019-10-11 12:40:00,310,18.236,,,,,
2019-10-11 12:45:00,311,18.236,,,,,
2019-10-11 12:50:00,312,18.236,,,,,
2019-10-11 12:55:00,313,18.236,,,,,
2019-10-11 13:00:00,314,18.236,,,,,
2019-10-11 13:05:00,315,18.236,,,,,
2019-10-11 13:10:00,316,18.236,,,,,
2019-10-11 13:15:00,317,18.236,,,,,
2019-10-11 13:20:00,318,18.236,,,,,
2019-10-11 13:25:00,319,18.236,,,,,
2019-10-11 13:30:00,320,18.236,,,,,
2019-10-11 13:35:00,321,18.236,,,,,
2019-10-11 13:40:00,322,18.236,,,,,
2019-10-11 13:45:00,323,18.236,,,,,
2019-10-11 13:50:00,324,18.236,,,,,
2019-10-11 13:55:00,325,18.236,,,,,
2019-10-11 14:00:00,326,18.236,,,,,
2019-10-11 14:05:00,327,18.236,,,,,
2019-10-11 14:10:00,328,18.331,,,,,
2019-10-11 14:15:00,329,18.331,,,,,
2019-10-11 14:20:00,330,18.331,,,,,
2019-10-11 14:25:00,331,18.331,,,,,
2019-10-11 14:30:00,332,18.331,,,,,
2019-10-11 14:35:00,333,18.331,,,,,
2019-10-11 14:40:00,334,18.426,,,,,
2019-10-11 14:45:00,335,18.426,,,,,
2019-10-11 14:50:00,336,18.426,,,,,
2019-10-11 14:55:00,337,18.426,,,,,
2019-10-11 15:00:00,338,18.521,,,,,
2019-10-11 15:05:00,339,18.521,,,,,
2019-10-11 15:10:00,340,18.521,,,,,
2019-10-11 15:15:00,341,18.426,,,,,
2019-10-11 15:20:00,342,18.521,,,,,
2019-10-11 15:25:00,343,18.521,,,,,
2019-10-11 15:30:00,344,18.521,,,,,
2019-10-11 15:35:00,345,18.521,,,,,
2019-10-11 15:40:00,346,18.521,,,,,
2019-10-11 15:45:00,347,18.521,,,,,
2019-10-11 15:50:00,348,18.521,,,,,
2019-10-11 15:55:00,349,18.521,,,,,
2019-10-11 16:00:00,350,18.426,,,,,
2019-10-11 16:05:00,351,18.426,,,,,
2019-10-11 16:10:00,352,18.331,,,,,
2019-10-11 16:15:00,353,18.426,,,,,
2019-10-11 16:20:00,354,18.426,,,,,
2019-10-11 16:25:00,355,18.426,,,,,
2019-10-11 16:30:00,356,18.426,,,,,
2019-10-11 16:35:00,357,18.426,,,,,
2019-10-11 16:40:00,358,18.616,,,,,
2019-10-11 16:45:00,359,18.901,,,,,
2019-10-11 16:50:00,360,19.092,,,,,
2019-10-11 16:55:00,361,19.187,,,,,
2019-10-11 17:00:00,362,19.187,,,,,
2019-10-11 17:05:00,363,19.092,,,,,
2019-10-11 17:10:00,364,19.092,,,,,
2019-10-11 17:15:00,365,18.996,,,,,
2019-10-11 17:20:00,366,18.996,,,,,
2019-10-11 17:25:00,367,18.901,,,,,
2019-10-11 17:30:00,368,18.901,,,,,
2019-10-11 17:35:00,369,18.901,,,,,
2019-10-11 17:40:00,370,18.901,,,,,
2019-10-11 17:45:00,371,18.901,,,,,
2019-10-11 17:50:00,372,18.901,,,,,
2019-10-11 17:55:00,373,18.996,,,,,
2019-10-11 18:00:00,374,18.996,,,,,
2019-10-11 18:05:00,375,18.996,,,,,
2019-10-11 18:10:00,376,18.996,,,,,
2019-10-11 18:15:00,377,18.996,,,,,
2019-10-11 18:20:00,378,18.996,,,,,
2019-10-11 18:25:00,379,18.996,,,,,
2019-10-11 18:30:00,380,19.092,,,,,
2019-10-11 18:35:00,381,19.092,,,,,
2019-10-11 18:40:00,382,19.187,,,,,
2019-10-11 18:45:00,383,19.187,,,,,
2019-10-11 18:50:00,384,19.187,,,,,
2019-10-11 18:55:00,385,19.187,,,,,
2019-10-11 19:00:00,386,19.187,,,,,
2019-10-11 19:05:00,387,19.187,,,,,
2019-10-11 19:10:00,388,19.187,,,,,
2019-10-11 19:15:00,389,19.187,,,,,
2019-10-11 19:20:00,390,19.187,,,,,
2019-10-11 19:25:00,391,19.187,,,,,
2019-10-11 19:30:00,392,19.282,,,,,
2019-10-11 19:35:00,393,19.187,,,,,
2019-10-11 19:40:00,394,19.187,,,,,
2019-10-11 19:45:00,395,19.187,,,,,
2019-10-11 19:50:00,396,19.187,,,,,
2019-10-11 19:55:00,397,19.187,,,,,
2019-10-11 20:00:00,398,19.187,,,,,
2019-10-11 20:05:00,399,19.092,,,,,
2019-10-11 20:10:00,400,19.092,,,,,
2019-10-11 20:15:00,401,19.092,,,,,
2019-10-11 20:20:00,402,18.996,,,,,
2019-10-11 20:25:00,403,18.805999999999997,,,,,
2019-10-11 20:30:00,404,18.711,,,,,
2019-10-11 20:35:00,405,18.616,,,,,
2019-10-11 20:40:00,406,18.805999999999997,,,,,
2019-10-11 20:45:00,407,19.377,,,,,
2019-10-11 20:50:00,408,19.852999999999998,,,,,
2019-10-11 20:55:00,409,20.329,,,,,
2019-10-11 21:00:00,410,20.519000000000002,,,,,
2019-10-11 21:05:00,411,20.615,,,,,
2019-10-11 21:10:00,412,20.519000000000002,,,,,
2019-10-11 21:15:00,413,20.329,,,,,
2019-10-11 21:20:00,414,20.234,,,,,
2019-10-11 21:25:00,415,20.043,,,,,
2019-10-11 21:30:00,416,20.043,,,,,
2019-10-11 21:35:00,417,19.948,,,,,
2019-10-11 21:40:00,418,19.758,,,,,
2019-10-11 21:45:00,419,19.662,,,,,
2019-10-11 21:50:00,420,19.567,,,,,
2019-10-11 21:55:00,421,19.377,,,,,
2019-10-11 22:00:00,422,19.377,,,,,
2019-10-11 22:05:00,423,19.282,,,,,
2019-10-11 22:10:00,424,19.187,,,,,
2019-10-11 22:15:00,425,19.092,,,,,
2019-10-11 22:20:00,426,18.996,,,,,
2019-10-11 22:25:00,427,18.901,,,,,
2019-10-11 22:30:00,428,18.805999999999997,,,,,
2019-10-11 22:35:00,429,18.805999999999997,,,,,
2019-10-11 22:40:00,430,18.711,,,,,
2019-10-11 22:45:00,431,18.711,,,,,
2019-10-11 22:50:00,432,18.711,,,,,
2019-10-11 22:55:00,433,18.711,,,,,
2019-10-11 23:00:00,434,18.711,,,,,
2019-10-11 23:05:00,435,18.805999999999997,,,,,
2019-10-11 23:10:00,436,18.711,,,,,
2019-10-11 23:15:00,437,18.711,,,,,
2019-10-11 23:20:00,438,18.711,,,,,
2019-10-11 23:25:00,439,18.711,,,,,
2019-10-11 23:30:00,440,18.616,,,,,
2019-10-11 23:35:00,441,18.616,,,,,
2019-10-11 23:40:00,442,18.616,,,,,
2019-10-11 23:45:00,443,18.616,,,,,
2019-10-11 23:50:00,444,18.616,,,,,
2019-10-11 23:55:00,445,18.521,,,,,
2019-10-12 00:00:00,446,18.521,,,,,
2019-10-12 00:05:00,447,18.521,,,,,
2019-10-12 00:10:00,448,18.521,,,,,
2019-10-12 00:15:00,449,18.521,,,,,
2019-10-12 00:20:00,450,18.521,,,,,
2019-10-12 00:25:00,451,18.426,,,,,
2019-10-12 00:30:00,452,18.521,,,,,
2019-10-12 00:35:00,453,18.426,,,,,
2019-10-12 00:40:00,454,18.426,,,,,
2019-10-12 00:45:00,455,18.521,,,,,
2019-10-12 00:50:00,456,18.521,,,,,
2019-10-12 00:55:00,457,18.521,,,,,
2019-10-12 01:00:00,458,18.521,,,,,
2019-10-12 01:05:00,459,18.521,,,,,
2019-10-12 01:10:00,460,18.521,,,,,
2019-10-12 01:15:00,461,18.521,,,,,
2019-10-12 01:20:00,462,18.426,,,,,
2019-10-12 01:25:00,463,18.426,,,,,
2019-10-12 01:30:00,464,18.426,,,,,
2019-10-12 01:35:00,465,18.426,,,,,
2019-10-12 01:40:00,466,18.426,,,,,
2019-10-12 01:45:00,467,18.331,,,,,
2019-10-12 01:50:00,468,18.331,,,,,
2019-10-12 01:55:00,469,18.331,,,,,
2019-10-12 02:00:00,470,18.331,,,,,
2019-10-12 02:05:00,471,18.331,,,,,
2019-10-12 02:10:00,472,18.236,,,,,
2019-10-12 02:15:00,473,18.236,,,,,
2019-10-12 02:20:00,474,18.236,,,,,
2019-10-12 02:25:00,475,18.236,,,,,
2019-10-12 02:30:00,476,18.236,,,,,
2019-10-12 02:35:00,477,18.236,,,,,
2019-10-12 02:40:00,478,18.236,,,,,
2019-10-12 02:45:00,479,18.14,,,,,
2019-10-12 02:50:00,480,18.14,,,,,
2019-10-12 02:55:00,481,18.14,,,,,
2019-10-12 03:00:00,482,18.14,,,,,
2019-10-12 03:05:00,483,18.14,,,,,
2019-10-12 03:10:00,484,18.14,,,,,
2019-10-12 03:15:00,485,18.14,,,,,
2019-10-12 03:20:00,486,18.14,,,,,
2019-10-12 03:25:00,487,18.045,,,,,
2019-10-12 03:30:00,488,18.045,,,,,
2019-10-12 03:35:00,489,18.045,,,,,
2019-10-12 03:40:00,490,18.045,,,,,
2019-10-12 03:45:00,491,18.045,,,,,
2019-10-12 03:50:00,492,18.045,,,,,
2019-10-12 03:55:00,493,18.045,,,,,
2019-10-12 04:00:00,494,18.045,,,,,
2019-10-12 04:05:00,495,18.045,,,,,
2019-10-12 04:10:00,496,18.045,,,,,
2019-10-12 04:15:00,497,17.95,,,,,
2019-10-12 04:20:00,498,17.95,,,,,
2019-10-12 04:25:00,499,17.95,,,,,
2019-10-12 04:30:00,500,17.95,,,,,
2019-10-12 04:35:00,501,17.95,,,,,
2019-10-12 04:40:00,502,17.95,,,,,
2019-10-12 04:45:00,503,17.95,,,,,
2019-10-12 04:50:00,504,17.95,,,,,
2019-10-12 04:55:00,505,17.95,,,,,
2019-10-12 05:00:00,506,17.95,,,,,
2019-10-12 05:05:00,507,17.855,,,,,
2019-10-12 05:10:00,508,17.855,,,,,
2019-10-12 05:15:00,509,17.855,,,,,
2019-10-12 05:20:00,510,17.855,,,,,
2019-10-12 05:25:00,511,17.855,,,,,
2019-10-12 05:30:00,512,17.855,,,,,
2019-10-12 05:35:00,513,17.855,,,,,
2019-10-12 05:40:00,514,17.855,,,,,
2019-10-12 05:45:00,515,17.855,,,,,
2019-10-12 05:50:00,516,17.855,,,,,
2019-10-12 05:55:00,517,17.76,,,,,
2019-10-12 06:00:00,518,17.855,,,,,
2019-10-12 06:05:00,519,17.76,,,,,
2019-10-12 06:10:00,520,17.76,,,,,
2019-10-12 06:15:00,521,17.76,,,,,
2019-10-12 06:20:00,522,17.76,,,,,
2019-10-12 06:25:00,523,17.76,,,,,
2019-10-12 06:30:00,524,17.76,,,,,
2019-10-12 06:35:00,525,17.76,,,,,
2019-10-12 06:40:00,526,17.76,,,,,
2019-10-12 06:45:00,527,17.76,,,,,
2019-10-12 06:50:00,528,17.76,,,,,
2019-10-12 06:55:00,529,18.045,,,,,
2019-10-12 07:00:00,530,18.616,,,,,
2019-10-12 07:05:00,531,18.996,,,,,
2019-10-12 07:10:00,532,19.187,,,,,
2019-10-12 07:15:00,533,19.187,,,,,
2019-10-12 07:20:00,534,19.092,,,,,
2019-10-12 07:25:00,535,18.996,,,,,
2019-10-12 07:30:00,536,18.901,,,,,
2019-10-12 07:35:00,537,18.805999999999997,,,,,
2019-10-12 07:40:00,538,18.805999999999997,,,,,
2019-10-12 07:45:00,539,18.616,,,,,
2019-10-12 07:50:00,540,18.616,,,,,
2019-10-12 07:55:00,541,18.521,,,,,
2019-10-12 08:00:00,542,18.521,,,,,
2019-10-12 08:05:00,543,18.426,,,,,
2019-10-12 08:10:00,544,18.331,,,,,
2019-10-12 08:15:00,545,18.331,,,,,
2019-10-12 08:20:00,546,18.236,,,,,
2019-10-12 08:25:00,547,18.236,,,,,
2019-10-12 08:30:00,548,18.14,,,,,
2019-10-12 08:35:00,549,18.14,,,,,
2019-10-12 08:40:00,550,18.14,,,,,
2019-10-12 08:45:00,551,18.045,,,,,
2019-10-12 08:50:00,552,18.045,,,,,
2019-10-12 08:55:00,553,18.045,,,,,
2019-10-12 09:00:00,554,18.045,,,,,
2019-10-12 09:05:00,555,17.95,,,,,
2019-10-12 09:10:00,556,17.95,,,,,
2019-10-12 09:15:00,557,17.95,,,,,
2019-10-12 09:20:00,558,17.95,,,,,
2019-10-12 09:25:00,559,18.045,,,,,
2019-10-12 09:30:00,560,18.045,,,,,
2019-10-12 09:35:00,561,18.045,,,,,
2019-10-12 09:40:00,562,18.045,,,,,
